"","schoolcode","program","cutoff","mean_score","size","schoolname","sssdistrict","ssslong","ssslat"
"424",21006,"General Arts",283,312.253333333333,150,"NKWATIA PRESBY SENIOR HIGH./COMM SCH, NKWATIA","Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848
"425",21006,"General Science",264,308.575,40,"NKWATIA PRESBY SENIOR HIGH./COMM SCH, NKWATIA","Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848
"426",21006,"Home Economics",272,300.875,40,"NKWATIA PRESBY SENIOR HIGH./COMM SCH, NKWATIA","Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848
"427",21007,"Business",217,264.142857142857,70,"ST. PAUL'S SENIOR HIGH. SCH, ASAKRAKA - KWAHU","Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848
"428",21007,"General Arts",227,267.054054054054,148,"ST. PAUL'S SENIOR HIGH. SCH, ASAKRAKA - KWAHU","Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848
"429",21007,"Home Economics",239,259.033333333333,30,"ST. PAUL'S SENIOR HIGH. SCH, ASAKRAKA - KWAHU","Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848
"430",21007,"Visual Arts",228,258.5,50,"ST. PAUL'S SENIOR HIGH. SCH, ASAKRAKA - KWAHU","Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848
"431",21008,"Agriculture",221,257.758620689655,29,"ST. DOMINIC'S SENIOR HIGH./TECH SCH, PEPEASE","Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848
"432",21008,"General Arts",208,249.65,60,"ST. DOMINIC'S SENIOR HIGH./TECH SCH, PEPEASE","Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848
"433",21008,"Home Economics",203,245.7,30,"ST. DOMINIC'S SENIOR HIGH./TECH SCH, PEPEASE","Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848
"434",21008,"Technical",215,253.833333333333,30,"ST. DOMINIC'S SENIOR HIGH./TECH SCH, PEPEASE","Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848
"435",21009,"Business",226,246.153846153846,13,"BEPONG SENIOR HIGH/COMM., BEPONG","Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848
"436",21009,"General Arts",210,240.290322580645,31,"BEPONG SENIOR HIGH/COMM., BEPONG","Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848
"437",21009,"Visual Arts",214,240.75,12,"BEPONG SENIOR HIGH/COMM., BEPONG","Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848
"438",21010,"Business",215,244.295454545455,44,"KWAHU TAFO SENIOR HIGH SCH","Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848
"439",21010,"General Arts",211,248.441558441558,77,"KWAHU TAFO SENIOR HIGH SCH","Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848
"440",21101,"Agriculture",243,266.866666666667,60,"ASUOM SENIOR HIGH SCHOOL, ASUOM","Kwaebibirem (Kade)",-0.799037277698517,6.13331890106201
"441",21101,"Business",252,278.54,100,"ASUOM SENIOR HIGH SCHOOL, ASUOM","Kwaebibirem (Kade)",-0.799037277698517,6.13331890106201
"442",21101,"General Arts",271,293.05,140,"ASUOM SENIOR HIGH SCHOOL, ASUOM","Kwaebibirem (Kade)",-0.799037277698517,6.13331890106201
"443",21101,"General Science",214,271.368421052632,57,"ASUOM SENIOR HIGH SCHOOL, ASUOM","Kwaebibirem (Kade)",-0.799037277698517,6.13331890106201
"444",21101,"Home Economics",243,263.953846153846,65,"ASUOM SENIOR HIGH SCHOOL, ASUOM","Kwaebibirem (Kade)",-0.799037277698517,6.13331890106201
"445",21101,"Visual Arts",204,258.830769230769,65,"ASUOM SENIOR HIGH SCHOOL, ASUOM","Kwaebibirem (Kade)",-0.799037277698517,6.13331890106201
"446",21102,"Business",298,323.54,50,"KADE DAY HIGH/TECH","Kwaebibirem (Kade)",-0.799037277698517,6.13331890106201
"447",21102,"General Arts",288,310.115,200,"KADE DAY HIGH/TECH","Kwaebibirem (Kade)",-0.799037277698517,6.13331890106201
"448",21102,"Home Economics",301,311.28,25,"KADE DAY HIGH/TECH","Kwaebibirem (Kade)",-0.799037277698517,6.13331890106201
"449",21102,"Technical",273,289.88,50,"KADE DAY HIGH/TECH","Kwaebibirem (Kade)",-0.799037277698517,6.13331890106201
"450",21103,"General Arts",396,412.642105263158,95,"ST. ROSE'S SENIOR HIGH SCH, AKWATIA","Kwaebibirem (Kade)",-0.799037277698517,6.13331890106201
"451",21103,"General Science",393,413.75,100,"ST. ROSE'S SENIOR HIGH SCH, AKWATIA","Kwaebibirem (Kade)",-0.799037277698517,6.13331890106201
"452",21103,"Home Economics",388,401.633333333333,30,"ST. ROSE'S SENIOR HIGH SCH, AKWATIA","Kwaebibirem (Kade)",-0.799037277698517,6.13331890106201
"453",21104,"Agriculture",216,252.605263157895,38,"SALVATION ARMY SENIOR HIGH SCH., AKIM WENCHI","Kwaebibirem (Kade)",-0.799037277698517,6.13331890106201
"454",21104,"Business",208,246.392857142857,56,"SALVATION ARMY SENIOR HIGH SCH., AKIM WENCHI","Kwaebibirem (Kade)",-0.799037277698517,6.13331890106201
"455",21104,"General Arts",211,259.938461538462,130,"SALVATION ARMY SENIOR HIGH SCH., AKIM WENCHI","Kwaebibirem (Kade)",-0.799037277698517,6.13331890106201
"456",21104,"Home Economics",205,248.425925925926,54,"SALVATION ARMY SENIOR HIGH SCH., AKIM WENCHI","Kwaebibirem (Kade)",-0.799037277698517,6.13331890106201
"457",21201,"Agriculture",240,267.925,40,"PRESBY SENIOR HIGH. SCH., BEGORO","Fanteakwa (Begoro)",-0.356094092130661,6.43607091903687
"458",21201,"Business",213,268.88,150,"PRESBY SENIOR HIGH. SCH., BEGORO","Fanteakwa (Begoro)",-0.356094092130661,6.43607091903687
"459",21201,"General Arts",260,288.593333333333,150,"PRESBY SENIOR HIGH. SCH., BEGORO","Fanteakwa (Begoro)",-0.356094092130661,6.43607091903687
"460",21201,"General Science",238,287.875,40,"PRESBY SENIOR HIGH. SCH., BEGORO","Fanteakwa (Begoro)",-0.356094092130661,6.43607091903687
"461",21201,"Home Economics",269,289.233333333333,30,"PRESBY SENIOR HIGH. SCH., BEGORO","Fanteakwa (Begoro)",-0.356094092130661,6.43607091903687
"462",21201,"Visual Arts",256,277.5,40,"PRESBY SENIOR HIGH. SCH., BEGORO","Fanteakwa (Begoro)",-0.356094092130661,6.43607091903687
"463",21202,"Agriculture",213,256.675,40,"OSINO PRESBY SENIOR HIGH/TECHNICAL SCH, OSINO","Fanteakwa (Begoro)",-0.356094092130661,6.43607091903687
"464",21202,"Business",215,257.725,80,"OSINO PRESBY SENIOR HIGH/TECHNICAL SCH, OSINO","Fanteakwa (Begoro)",-0.356094092130661,6.43607091903687
"465",21202,"General Arts",236,263.383333333333,120,"OSINO PRESBY SENIOR HIGH/TECHNICAL SCH, OSINO","Fanteakwa (Begoro)",-0.356094092130661,6.43607091903687
"466",21202,"General Science",158,254.25,40,"OSINO PRESBY SENIOR HIGH/TECHNICAL SCH, OSINO","Fanteakwa (Begoro)",-0.356094092130661,6.43607091903687
"467",21202,"Home Economics",236,254.6,40,"OSINO PRESBY SENIOR HIGH/TECHNICAL SCH, OSINO","Fanteakwa (Begoro)",-0.356094092130661,6.43607091903687
"468",21202,"Visual Arts",215,254.589743589744,39,"OSINO PRESBY SENIOR HIGH/TECHNICAL SCH, OSINO","Fanteakwa (Begoro)",-0.356094092130661,6.43607091903687
"469",21203,"Agriculture",203,247.764705882353,17,"NEW NSUTAM SENIOR HIGH./TECH. SCH, NSUTAM","Fanteakwa (Begoro)",-0.356094092130661,6.43607091903687
"470",21203,"General Arts",212,249.046875,64,"NEW NSUTAM SENIOR HIGH./TECH. SCH, NSUTAM","Fanteakwa (Begoro)",-0.356094092130661,6.43607091903687
"471",21203,"Home Economics",224,246.846153846154,26,"NEW NSUTAM SENIOR HIGH./TECH. SCH, NSUTAM","Fanteakwa (Begoro)",-0.356094092130661,6.43607091903687
"472",21203,"Technical",216,239.6,20,"NEW NSUTAM SENIOR HIGH./TECH. SCH, NSUTAM","Fanteakwa (Begoro)",-0.356094092130661,6.43607091903687
"473",21301,"Agriculture",209,255.145161290323,62,"W.B.M ZION SENIOR HIGH SCH, OLD TAFO","East Akim (Kibi)",-0.454344213008881,6.17855787277222
"474",21301,"Business",228,265.830769230769,65,"W.B.M ZION SENIOR HIGH SCH, OLD TAFO","East Akim (Kibi)",-0.454344213008881,6.17855787277222
"475",21301,"General Arts",268,290.56,75,"W.B.M ZION SENIOR HIGH SCH, OLD TAFO","East Akim (Kibi)",-0.454344213008881,6.17855787277222
"476",21301,"General Science",231,270.76,25,"W.B.M ZION SENIOR HIGH SCH, OLD TAFO","East Akim (Kibi)",-0.454344213008881,6.17855787277222
"477",21301,"Home Economics",220,249.984375,64,"W.B.M ZION SENIOR HIGH SCH, OLD TAFO","East Akim (Kibi)",-0.454344213008881,6.17855787277222
"478",21301,"Visual Arts",224,254.428571428571,70,"W.B.M ZION SENIOR HIGH SCH, OLD TAFO","East Akim (Kibi)",-0.454344213008881,6.17855787277222
"479",21302,"Business",341,360.82962962963,135,"OFORI PANIN SENIOR HIGH. SCH, KUKURANTUMI","East Akim (Kibi)",-0.454344213008881,6.17855787277222
"480",21302,"General Arts",348,364.515555555556,225,"OFORI PANIN SENIOR HIGH. SCH, KUKURANTUMI","East Akim (Kibi)",-0.454344213008881,6.17855787277222
"481",21302,"General Science",347,366.766666666667,90,"OFORI PANIN SENIOR HIGH. SCH, KUKURANTUMI","East Akim (Kibi)",-0.454344213008881,6.17855787277222
"482",21302,"Home Economics",330,349.4,45,"OFORI PANIN SENIOR HIGH. SCH, KUKURANTUMI","East Akim (Kibi)",-0.454344213008881,6.17855787277222
"483",21302,"Visual Arts",336,352.488888888889,45,"OFORI PANIN SENIOR HIGH. SCH, KUKURANTUMI","East Akim (Kibi)",-0.454344213008881,6.17855787277222
"484",21303,"Agriculture",312,331.555555555556,36,"ABUAKWA STATE COLLEGE, KIBI","East Akim (Kibi)",-0.454344213008881,6.17855787277222
"485",21303,"Business",316,337.56862745098,153,"ABUAKWA STATE COLLEGE, KIBI","East Akim (Kibi)",-0.454344213008881,6.17855787277222
"486",21303,"General Arts",332,350.302469135802,162,"ABUAKWA STATE COLLEGE, KIBI","East Akim (Kibi)",-0.454344213008881,6.17855787277222
"487",21303,"General Science",343,360.162162162162,37,"ABUAKWA STATE COLLEGE, KIBI","East Akim (Kibi)",-0.454344213008881,6.17855787277222
"488",21303,"Home Economics",313,335.472222222222,36,"ABUAKWA STATE COLLEGE, KIBI","East Akim (Kibi)",-0.454344213008881,6.17855787277222
"489",21303,"Visual Arts",321,338.078947368421,38,"ABUAKWA STATE COLLEGE, KIBI","East Akim (Kibi)",-0.454344213008881,6.17855787277222
"490",21304,"General Arts",210,246.072727272727,110,"ST.STEPHEN'S PRESBY SENIOR HIGH./TECH SCH, ASIAKWA","East Akim (Kibi)",-0.454344213008881,6.17855787277222
"491",21304,"Home Economics",206,241.037037037037,27,"ST.STEPHEN'S PRESBY SENIOR HIGH./TECH SCH, ASIAKWA","East Akim (Kibi)",-0.454344213008881,6.17855787277222
"492",21304,"Technical",211,246.888888888889,18,"ST.STEPHEN'S PRESBY SENIOR HIGH./TECH SCH, ASIAKWA","East Akim (Kibi)",-0.454344213008881,6.17855787277222
"493",21304,"Visual Arts",255,293.333333333333,3,"ST.STEPHEN'S PRESBY SENIOR HIGH./TECH SCH, ASIAKWA","East Akim (Kibi)",-0.454344213008881,6.17855787277222
"494",21305,"Business",206,266.455555555556,90,"KIBI SENIOR HIGH. / TECH. SCH, KIBI","East Akim (Kibi)",-0.454344213008881,6.17855787277222
"495",21305,"General Arts",265,290.744444444444,90,"KIBI SENIOR HIGH. / TECH. SCH, KIBI","East Akim (Kibi)",-0.454344213008881,6.17855787277222
"496",21305,"Home Economics",230,258.022727272727,44,"KIBI SENIOR HIGH. / TECH. SCH, KIBI","East Akim (Kibi)",-0.454344213008881,6.17855787277222
"497",21305,"Technical",260,284.744444444444,90,"KIBI SENIOR HIGH. / TECH. SCH, KIBI","East Akim (Kibi)",-0.454344213008881,6.17855787277222
"498",21305,"Visual Arts",243,270.733333333333,45,"KIBI SENIOR HIGH. / TECH. SCH, KIBI","East Akim (Kibi)",-0.454344213008881,6.17855787277222
"499",21306,"Business",226,261.708333333333,24,"AKIM ASAFO SENIOR HIGH. SCH, AKIM ASAFO","East Akim (Kibi)",-0.454344213008881,6.17855787277222
"500",21306,"General Arts",208,251.333333333333,57,"AKIM ASAFO SENIOR HIGH. SCH, AKIM ASAFO","East Akim (Kibi)",-0.454344213008881,6.17855787277222
"501",21306,"Home Economics",313,313,1,"AKIM ASAFO SENIOR HIGH. SCH, AKIM ASAFO","East Akim (Kibi)",-0.454344213008881,6.17855787277222
"502",21306,"Visual Arts",208,246.333333333333,24,"AKIM ASAFO SENIOR HIGH. SCH, AKIM ASAFO","East Akim (Kibi)",-0.454344213008881,6.17855787277222
"503",21307,"Agriculture",216,258.444444444444,9,"KWABENG ANG. SENIOR HIGH/TECHNICAL SCH, KWABENG","East Akim (Kibi)",-0.454344213008881,6.17855787277222
"504",21307,"General Arts",206,251.25,68,"KWABENG ANG. SENIOR HIGH/TECHNICAL SCH, KWABENG","East Akim (Kibi)",-0.454344213008881,6.17855787277222
"505",21307,"Home Economics",201,237.904761904762,21,"KWABENG ANG. SENIOR HIGH/TECHNICAL SCH, KWABENG","East Akim (Kibi)",-0.454344213008881,6.17855787277222
"506",21307,"Technical",220,250.416666666667,12,"KWABENG ANG. SENIOR HIGH/TECHNICAL SCH, KWABENG","East Akim (Kibi)",-0.454344213008881,6.17855787277222
"507",21307,"Visual Arts",211,249,11,"KWABENG ANG. SENIOR HIGH/TECHNICAL SCH, KWABENG","East Akim (Kibi)",-0.454344213008881,6.17855787277222
"508",21401,"Business",255,281.184615384615,130,"YILO KROBO SENIOR HIGH./COMM SCH, SOMANYA","Yilo Krobo (Somanya)",-0.181593209505081,6.18635511398315
"509",21401,"General Arts",259,280.68,100,"YILO KROBO SENIOR HIGH./COMM SCH, SOMANYA","Yilo Krobo (Somanya)",-0.181593209505081,6.18635511398315
"510",21401,"General Science",242,281.066666666667,45,"YILO KROBO SENIOR HIGH./COMM SCH, SOMANYA","Yilo Krobo (Somanya)",-0.181593209505081,6.18635511398315
"511",21401,"Home Economics",229,250.142857142857,49,"YILO KROBO SENIOR HIGH./COMM SCH, SOMANYA","Yilo Krobo (Somanya)",-0.181593209505081,6.18635511398315
"512",21401,"Visual Arts",231,259.54,50,"YILO KROBO SENIOR HIGH./COMM SCH, SOMANYA","Yilo Krobo (Somanya)",-0.181593209505081,6.18635511398315
"513",21402,"Agriculture",205,230.333333333333,24,"KLO-AGOGO SENIOR HIGH SCH, KLO-AGOGO","Yilo Krobo (Somanya)",-0.181593209505081,6.18635511398315
"514",21402,"Business",207,232.066666666667,15,"KLO-AGOGO SENIOR HIGH SCH, KLO-AGOGO","Yilo Krobo (Somanya)",-0.181593209505081,6.18635511398315
"515",21402,"General Arts",203,237.7,40,"KLO-AGOGO SENIOR HIGH SCH, KLO-AGOGO","Yilo Krobo (Somanya)",-0.181593209505081,6.18635511398315
"516",21402,"Home Economics",207,233.636363636364,11,"KLO-AGOGO SENIOR HIGH SCH, KLO-AGOGO","Yilo Krobo (Somanya)",-0.181593209505081,6.18635511398315
"517",21402,"Visual Arts",207,229.583333333333,12,"KLO-AGOGO SENIOR HIGH SCH, KLO-AGOGO","Yilo Krobo (Somanya)",-0.181593209505081,6.18635511398315
"518",21501,"Business",350,368.333333333333,45,"KROBO GIRLS SENIOR HIGH SCHOOL, ODUMASE","Manya Krobo (Odumase-Krobo)",-0.127511590719223,6.41491651535034
"519",21501,"General Arts",335,359.849162011173,179,"KROBO GIRLS SENIOR HIGH SCHOOL, ODUMASE","Manya Krobo (Odumase-Krobo)",-0.127511590719223,6.41491651535034
"520",21501,"General Science",337,366.4,45,"KROBO GIRLS SENIOR HIGH SCHOOL, ODUMASE","Manya Krobo (Odumase-Krobo)",-0.127511590719223,6.41491651535034
"521",21501,"Home Economics",345,362.475,40,"KROBO GIRLS SENIOR HIGH SCHOOL, ODUMASE","Manya Krobo (Odumase-Krobo)",-0.127511590719223,6.41491651535034
"522",21501,"Visual Arts",310,340.461538461538,39,"KROBO GIRLS SENIOR HIGH SCHOOL, ODUMASE","Manya Krobo (Odumase-Krobo)",-0.127511590719223,6.41491651535034
"523",21502,"Agriculture",240,270.18,50,"MANYA KROBO SENIOR HIGH, SCHOOL, NEW NUASO","Manya Krobo (Odumase-Krobo)",-0.127511590719223,6.41491651535034
"524",21502,"Business",271,292.22,50,"MANYA KROBO SENIOR HIGH, SCHOOL, NEW NUASO","Manya Krobo (Odumase-Krobo)",-0.127511590719223,6.41491651535034
"525",21502,"General Arts",279,301.22,100,"MANYA KROBO SENIOR HIGH, SCHOOL, NEW NUASO","Manya Krobo (Odumase-Krobo)",-0.127511590719223,6.41491651535034
"526",21502,"General Science",281,305.76,50,"MANYA KROBO SENIOR HIGH, SCHOOL, NEW NUASO","Manya Krobo (Odumase-Krobo)",-0.127511590719223,6.41491651535034
"527",21502,"Home Economics",243,267.08,50,"MANYA KROBO SENIOR HIGH, SCHOOL, NEW NUASO","Manya Krobo (Odumase-Krobo)",-0.127511590719223,6.41491651535034
"528",21502,"Visual Arts",238,268.7,50,"MANYA KROBO SENIOR HIGH, SCHOOL, NEW NUASO","Manya Krobo (Odumase-Krobo)",-0.127511590719223,6.41491651535034
"529",21503,"Agriculture",212,242.521739130435,23,"ASESEWA SENIOR HIGH SCH., ASESEWA","Manya Krobo (Odumase-Krobo)",-0.127511590719223,6.41491651535034
"530",21503,"Business",199,244.707692307692,65,"ASESEWA SENIOR HIGH SCH., ASESEWA","Manya Krobo (Odumase-Krobo)",-0.127511590719223,6.41491651535034
"531",21503,"General Arts",195,249.45,100,"ASESEWA SENIOR HIGH SCH., ASESEWA","Manya Krobo (Odumase-Krobo)",-0.127511590719223,6.41491651535034
"532",21503,"General Science",210,262.117647058824,34,"ASESEWA SENIOR HIGH SCH., ASESEWA","Manya Krobo (Odumase-Krobo)",-0.127511590719223,6.41491651535034
"533",21503,"Home Economics",190,236.82,50,"ASESEWA SENIOR HIGH SCH., ASESEWA","Manya Krobo (Odumase-Krobo)",-0.127511590719223,6.41491651535034
"534",21504,"Agriculture",210,246.3,50,"AKUSE METHODIST SENIOR HIGH./TECH., AKUSE","Manya Krobo (Odumase-Krobo)",-0.127511590719223,6.41491651535034
"535",21504,"Business",207,249.98,100,"AKUSE METHODIST SENIOR HIGH./TECH., AKUSE","Manya Krobo (Odumase-Krobo)",-0.127511590719223,6.41491651535034
"536",21504,"General Arts",203,244.778523489933,149,"AKUSE METHODIST SENIOR HIGH./TECH., AKUSE","Manya Krobo (Odumase-Krobo)",-0.127511590719223,6.41491651535034
"537",21504,"Home Economics",199,231.12,50,"AKUSE METHODIST SENIOR HIGH./TECH., AKUSE","Manya Krobo (Odumase-Krobo)",-0.127511590719223,6.41491651535034
"538",21504,"Technical",249,268.5,4,"AKUSE METHODIST SENIOR HIGH./TECH., AKUSE","Manya Krobo (Odumase-Krobo)",-0.127511590719223,6.41491651535034
"539",21505,"Agriculture",199,239.673684210526,95,"AKRO SENIOR HIGH TECHNICAL SCH., ODUMASE","Manya Krobo (Odumase-Krobo)",-0.127511590719223,6.41491651535034
"540",21505,"Home Economics",206,235.47619047619,42,"AKRO SENIOR HIGH TECHNICAL SCH., ODUMASE","Manya Krobo (Odumase-Krobo)",-0.127511590719223,6.41491651535034
"541",21505,"Technical",207,239.877777777778,90,"AKRO SENIOR HIGH TECHNICAL SCH., ODUMASE","Manya Krobo (Odumase-Krobo)",-0.127511590719223,6.41491651535034
"542",21505,"Visual Arts",204,240.216216216216,74,"AKRO SENIOR HIGH TECHNICAL SCH., ODUMASE","Manya Krobo (Odumase-Krobo)",-0.127511590719223,6.41491651535034
"543",21601,"Agriculture",216,257.233333333333,30,"S.D.A. SENIOR HIGH SCHOOL, AKIM SEKYERE","Atiwa (Kwabeng)",-0.675171911716461,6.32678174972534
"544",21601,"Business",213,263.684210526316,57,"S.D.A. SENIOR HIGH SCHOOL, AKIM SEKYERE","Atiwa (Kwabeng)",-0.675171911716461,6.32678174972534
"545",21601,"General Arts",210,261.848739495798,119,"S.D.A. SENIOR HIGH SCHOOL, AKIM SEKYERE","Atiwa (Kwabeng)",-0.675171911716461,6.32678174972534
"546",30101,"Agriculture",356,375.925,40,"ST. AUGUSTINE'S COLLEGE, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938
"547",30101,"Business",378,400.441666666667,120,"ST. AUGUSTINE'S COLLEGE, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938
"548",30101,"General Arts",376,392.375,80,"ST. AUGUSTINE'S COLLEGE, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938
"549",30101,"General Science",374,400.11875,160,"ST. AUGUSTINE'S COLLEGE, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938
"550",30102,"Business",369,392.075,120,"ADISADEL COLLEGE, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938
"551",30102,"General Arts",361,386.316666666667,120,"ADISADEL COLLEGE, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938
"552",30102,"General Science",376,400.158333333333,120,"ADISADEL COLLEGE, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938
"553",30102,"Visual Arts",362,380.625,40,"ADISADEL COLLEGE, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938
"554",30103,"Business",412,428,40,"HOLY CHILD SENIOR HIGH SCHOOL, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938
"555",30103,"General Arts",411,424.042857142857,70,"HOLY CHILD SENIOR HIGH SCHOOL, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938
"556",30103,"General Science",417,429.628571428571,70,"HOLY CHILD SENIOR HIGH SCHOOL, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938
"557",30103,"Home Economics",400,409.45,20,"HOLY CHILD SENIOR HIGH SCHOOL, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938
"558",30103,"Visual Arts",393,405.2,20,"HOLY CHILD SENIOR HIGH SCHOOL, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938
"559",30104,"General Arts",373,399.321428571429,140,"MFANTSIPIM SENIOR HIGH SCHOOL, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938
"560",30104,"General Science",406,424.243243243243,185,"MFANTSIPIM SENIOR HIGH SCHOOL, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938
"561",30104,"Technical",376,396.933333333333,45,"MFANTSIPIM SENIOR HIGH SCHOOL, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938
"562",30104,"Visual Arts",392,410.033333333333,30,"MFANTSIPIM SENIOR HIGH SCHOOL, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938
"563",30105,"Agriculture",290,315,29,"UNIVERSITY PRACTICE SENIOR HIGH. SCHOOL, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938
"564",30105,"Business",317,340.389830508475,59,"UNIVERSITY PRACTICE SENIOR HIGH. SCHOOL, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938
"565",30105,"General Arts",334,351.118644067797,59,"UNIVERSITY PRACTICE SENIOR HIGH. SCHOOL, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938
"566",30105,"General Science",321,343.673469387755,49,"UNIVERSITY PRACTICE SENIOR HIGH. SCHOOL, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938
"567",30105,"Home Economics",292,313.708333333333,48,"UNIVERSITY PRACTICE SENIOR HIGH. SCHOOL, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938
"568",30105,"Visual Arts",300,320.22,50,"UNIVERSITY PRACTICE SENIOR HIGH. SCHOOL, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938
"569",30106,"Business",368,384.731092436975,119,"GHANA NATIONAL COLLEGE, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938
"570",30106,"General Arts",374,387.296610169492,118,"GHANA NATIONAL COLLEGE, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938
"571",30106,"General Science",373,387.20253164557,79,"GHANA NATIONAL COLLEGE, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938
"572",30106,"Home Economics",350,367.820512820513,39,"GHANA NATIONAL COLLEGE, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938
"573",30106,"Visual Arts",359,372.538461538462,39,"GHANA NATIONAL COLLEGE, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938
"574",30107,"Business",424,434.533333333333,45,"WESLEY GIRLS HIGH SCHOOL, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938
"575",30107,"General Arts",417,429.04,125,"WESLEY GIRLS HIGH SCHOOL, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938
"576",30107,"General Science",433,444.976923076923,130,"WESLEY GIRLS HIGH SCHOOL, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938
"577",30107,"Home Economics",403,416.8,40,"WESLEY GIRLS HIGH SCHOOL, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938
"578",30107,"Visual Arts",394,411.725,40,"WESLEY GIRLS HIGH SCHOOL, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938
"579",30108,"Agriculture",202,248.725,40,"OGUAA SENIOR HIGH/TECHNICAL SCHOOL, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938
"580",30108,"Business",210,261.4,80,"OGUAA SENIOR HIGH/TECHNICAL SCHOOL, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938
"581",30108,"General Arts",234,270.670886075949,79,"OGUAA SENIOR HIGH/TECHNICAL SCHOOL, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938
"582",30108,"Home Economics",214,240.74358974359,39,"OGUAA SENIOR HIGH/TECHNICAL SCHOOL, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938
"583",30108,"Technical",261,285.55,40,"OGUAA SENIOR HIGH/TECHNICAL SCHOOL, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938
"584",30108,"Visual Arts",325,325,1,"OGUAA SENIOR HIGH/TECHNICAL SCHOOL, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938
"585",30109,"Business",262,293.628571428571,70,"ACADEMY OF CHRIST THE KING, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938
"586",30109,"General Arts",280,305.277777777778,108,"ACADEMY OF CHRIST THE KING, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938
"587",30109,"Home Economics",283,299.518518518519,27,"ACADEMY OF CHRIST THE KING, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938
"588",30109,"Visual Arts",261,285.72972972973,37,"ACADEMY OF CHRIST THE KING, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938
"589",30110,"Business",202,258.375,80,"EFFUTU SENIOR HIGH/TECH., CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938
